RXN-13195	EC-2.1.1.256
RXN-8549	EC-4.2.3.59
RXN-16653	EC-1.2.1.3
RXN-1484	EC-1.17.1.3
RXN-14289	EC-3.1.2.27
RXN-12510	EC-1.14.14.82
4.1.2.29-RXN	EC-4.1.2.29
BENZENE-12-DIOXYGENASE-RXN	EC-1.14.12.3
RXN-19412	
TRANS-RXN-144	
RXN-17129	EC-4.2.3.156
RXN-17694	
GALACTARDEHYDRA-RXN	EC-4.2.1.42
RXN-15289	EC-3.2.1.31
RXN-7895	EC-1.14.99
RXN-15595	
RXN-20550	EC-3.1.4.54
RXN-18181	EC-1.14.11.M9
RXN-11846	EC-1.14.14.90
PROTOCATECHUATE-45-DIOXYGENASE-RXN	EC-1.13.11.8
2-OXOPENT-4-ENOATE-HYDRATASE-RXN	EC-4.2.1.80
RXN-9014	EC-2.4.1
RXN66-313	EC-1.1.1.170
RXN-21013	EC-1.14.13.M76
RXN-8455	EC-2.4.1.286
RXN-12990	
RXN-14751	EC-1.14.14
RXN-10422	EC-1.14.12
RXN-12353	EC-1.14.11.33
TRANS-RXN0-575	
AMYLOSUCRASE-RXN	EC-2.4.1.4
RXN-9491	EC-1.1.1.353
THIOETHER-S-METHYLTRANSFERASE-RXN	EC-2.1.1.96
RXN-17595	
RXN-15754	EC-1.2.1.90
RXN-15177	EC-2.7.1.206
RXN-13476	EC-1.3.1.100
3-HYDROXYCYCLOHEXANONE-DEHYDROGENASE-RXN	EC-1.1.99.26
L-SORBOSE-OXIDASE-RXN	EC-1.1.3.11
RXN-18625	
RXN-20419	EC-4.2.1.M28
RXN-16234	
RXN-18084	EC-3.2.1.200
RXN-3422	EC-2.1.1.68
PHOSACETYLGLUCOSAMINEMUT-RXN	EC-5.4.2.3
RXN-19050	EC-4.4.1.37
RXN-8902	
RXN-10997	
RXN-20903	EC-1.14.14
RXN-12883	EC-1.14.14.111
CROTCOALIG-RXN	EC-3.1.2
RXN0-2162	
TRANS-RXN0-469	
RXN-6762	EC-2.3.1.224
RXN-9404	EC-1.1.98
RXN-13934	EC-2.1.1
RXN-15640	
RXN-11440	EC-4.4.1.M2
RXN-13371	EC-3.1.1.91
3.4.21.82-RXN	EC-3.4.21.82
2.7.7.14-RXN	EC-2.7.7.14
1.1.1.39-RXN	EC-1.1.1.38
RXN-18507	
RXN0-7341	EC-2.4.1
RXN-16132	EC-1.14.19.3
RXN-16748	EC-2.7.7.90
RXN-10055	EC-3.5.4.29
RXN-14396	
RXN-2161	EC-2.1.1
4OH2OXOGLUTARALDOL-RXN	EC-4.1.3.16
RXN-18957	
RXN-19551	
RXN-10898	
RXN-17236	EC-2.3.1.261
RXN-9935	EC-2.4.1.246
GLUCOSE-1-PHOSPHATE-PHOSPHODISMUTASE-RXN	EC-2.7.1.41
RXN-602	EC-1.14.20.4
RXN-8028	EC-5.5.1.18
RXN-13841	EC-2.1.1
RXN-20012	EC-3.1.1.109
RXN-11353	EC-1.17.99
RXN-11970	EC-1.2.1.86
3.4.14.9-RXN	EC-3.4.14.9
LYSINE-23-AMINOMUTASE-RXN	EC-5.4.3.2
RXN0-6987	EC-3.4.13.18
2.1.3.9-RXN	EC-2.1.3.9
RXN-16614	EC-5.3.3.14
RXN66-500	EC-1.13.11.34
RXN-14272	EC-4.2.1.17
RXN-8532	
4.1.1.72-RXN	EC-4.1.1.72
RXN-14823	EC-1.14.11.44
RXN-19396	EC-2.3.1.273
RXN-12453	EC-1.3.1
RXN-17110	EC-4.2.1.134
ATP-CITRATE-PRO-S--LYASE-RXN	EC-2.3.3.8
FRUCTOSE-5-DEHYDROGENASE-NADP+-RXN	EC-1.1.1.124
TRANS-RXN-123	
RXN-7860	EC-2.5.1
RXN-17673	EC-1.2.1
RXN-19910	EC-2.1.1.49
RXN-15261	EC-3.5.4.3
RXN-11820	EC-1.11.2.4
RXN-20533	EC-2.7.8.2
2-KETO-ADIPATE-DEHYDROG-RXN	EC-1.2.1.M9
RXN-18165	EC-1.14.14.43
RXN66-221	EC-4.1.1.28
PROPANOATECOA-LIGASE-RXN	EC-6.2.1.13
RXN-8436	
RXN-14729	EC-2.7.1.203
RXN-9	EC-2.1.3
RXN-20992	EC-7.1.1.7
RXN-12332	EC-1.2.1
RXN-12972	EC-1.14.13.155
AMINOBUTDEHYDROG-RXN	EC-1.2.1.19
RXN-10136	EC-4.5.1
TETRAHYDROBERBERINE-OXIDASE-RXN	EC-1.3.3.8
TRANS-RXN0-558	
RXN-17579	
RXN-15160	EC-2.7.1.205
RXN-9471	
RXN-15736	EC-1.5.1
L-GLUTAMATE-OXIDASE-RXN	EC-1.4.3.11
RXN-13458	EC-4.2.1
RXN-20401	EC-6.3.2.3
3-CHLORO-D-ALANINE-DEHYDROCHLORINASE-RXN	EC-4.5.1.2
RXN-18067	EC-2.4.1
RXN-18601	EC-1.1.1.409
PHENOL-2-MONOOXYGENASE-RXN	EC-1.14.13.7
RXN-16211	EC-2.1.1
RXN-8880	
RXN-3166	EC-3.1.1
RXN-20886	EC-1.14.13
RXN-19032	
RXN-12864	
TRANS-RXN0-449	
RXN-10978	EC-3.6.1.52
COENZYME-F420-HYDROGENASE-RXN	EC-1.12.98.1
RXN-9384	EC-2.5.1.48
RXN0-1862	EC-2.1.2.13
RXN-15621	EC-2.5.1
RXN-668	EC-3.7.1
RXN-13336	EC-2.7.4
RXN-13917	EC-2.1.1
2.7.1.88-RXN	EC-2.7.1.88
RXN-11426	
RXN-18490	EC-1.14.14.49
3.4.21.67-RXN	EC-3.4.21.67
RXN-16114	EC-1.3.1.93
1.1.1.268-RXN	EC-1.1.1.268
RXN-10036	EC-3.1.3.86
RXN0-7250	EC-3.1.3
RXN-21361	EC-1.14.13.ey
RXN-16730	EC-2.7.1.190
RXN-18940	EC-1.14.13
RXN-14370	EC-3.2.1.139
RXN-10882	EC-1.13.11
4.3.1.17-RXN	EC-4.3.1.17
RXN-991	EC-1.14.11
RXN-19531	
RXN-5763	EC-2.1.1
RXN-17207	EC-3.1.2.M2
RXN-13817	EC-1
GLUCARDEHYDRA-RXN	EC-4.2.1.40
3.4.13.17-RXN	EC-3.4.13.17
RXN-8010	EC-2.4.1
RXN0-6950	EC-2.1.1.264
RXN-19994	EC-1.5.1
RXN-16590	EC-1.1.1
RXN-11932	
RXN-14254	
LOGANATE-O-METHYLTRANSFERASE-RXN	EC-2.1.1.50
4-HYDROXYMANDELATE-OXY-RXN	EC-1.1.5
2.1.1.77-RXN	EC-2.1.1.77
RXN-19380	EC-2.8.1.16
RXN66-483	EC-6.2.1.3
RXN-17093	
RXN-8516	
RXN-11339	
RXN-14808	
FORMATE-DEHYDROGENASE-NADP+-RXN	EC-1.17.1.10
RXN-12429	EC-3.2.1.159
RXN-7830	EC-2.4.1
ASPAMINOTRANS-RXN	EC-2.6.1.1
RXN-19885	EC-1.3.8.15
TRANS-RXN-108E	
RXN-11801	
RXN-17654	
2-AMINOMUCONATE-REDUCTASE-RXN	EC-1.1.1
RXN-15243	EC-2.1.1.301
RXN66-167	
RXN-20516	EC-3.1.4.54
RXN-8419	EC-4.2.3
RXN-18149	
RXN-14712	EC-2.4.1.129
PREPHENATE-DEHYDROGENASE-NADP+-RXN	EC-1.3.1.13
ALPHAGALACTOSID-RXN	EC-3.2.1.22
RXN-8971	EC-1.14.14.150
TAUROCYAMINE-KINASE-RXN	EC-2.7.3.4
RXN-20974	EC-2.4.1
RXN-17562	EC-6.2.1.60
RXN-12950	
RXN-15139	
RXN-10119	EC-1.13.11.M6
KETOTETROSE-PHOSPHATE-ALDOLASE-RXN	EC-4.1.2.2
TRANS-RXN0-536	
RXN-20385	EC-2.3.1.199
RXN-9453	
RXN-18049	EC-2.7.8.M1
RXN-15716	
PEPTIDE-ASPARTATE-BETA-DIOXYGENASE-RXN	EC-1.14.11.16
RXN-13439	EC-6.3.2.29
RXN-8851	EC-2.4.1.266
RXN-20868	EC-7.6.2.2
23-DIMETHYLMALATE-LYASE-RXN	EC-4.1.3.32
RXN-18577	EC-4.1.1.114
RXN-12846	EC-5.4.99.54
TRANS-RXN0-278	
RXN-16192	EC-3.4.16
RXN-292	EC-1.14.20
RXN-9363	EC-2.1.1.163
RXN-19013	EC-5.4.99.65
RXN-15601	EC-1.1.1
RXN-10961	EC-3.1.3
RXN-13314	EC-2.4.1
CISTRANON-RXN	
2.7.1.145-RXN	EC-2.7.1.145
RXN0-1565	
RXN-18474	EC-1.1.1.407
RXN-6549	EC-1.14.14
RXN-16097	EC-1.3.1.93
RXN-13901	EC-2.1.1
RXN-10010	
RXN-11411	EC-1.14.13
RXN-21344	EC-2.8.3.25
3.4.21.49-RXN	EC-3.4.21.49
RXN-18923	EC-3.2.1.113
1.1.1.232-RXN	EC-1.1.1.232
RXN-10860	EC-4.1.99
RXN0-7168	EC-2.1.1.M27
RXN-9893	
RXN-16707	EC-6.3.1.19
RXN-5471	EC-2.4.1.265
RXN-14348	EC-3.2.1
RXN-13798	EC-2.4.1
4.2.2.9-RXN	EC-4.2.2.9
3.3.2.9-RXN	EC-3.3.2.9
RXN-19515	EC-2.3.1
RXN0-6710	EC-3.1.4.55
RXN-17184	EC-2.3.1.111
RXN-16569	EC-2.4.1.153
GDPMANMANHYDRO-RXN	EC-3.2.1.42
RXN-14237	EC-1.14.13
RXN-7982	EC-1.14.11.25
3OHSTEROXRED-RXN	EC-1.1.1.395
RXN-19977	
RXN-19357	EC-2.4.1
RXN-11913	EC-1.1.99
RXN-17076	EC-6.3.1
LINA2-RXN	EC-4.5.1
RXN-11317	
2.1.1.16-RXN	EC-2.1.1.16
FESO3OXI-RXN	
RXN66-446	
RXN-7807	EC-1.14.99.M4
RXN-8500	EC-4.2.1.92
RXN-19845	EC-6.2.1.ak
RXN-14792	EC-1.1.1.M19
RXN-11784	EC-1.4.3.13
RXN-12413	EC-1.3.99.30
12-ALPHA-L-FUCOSIDASE-RXN	EC-3.2.1.63
ARYL-ALDEHYDE-OXIDASE-RXN	EC-1.2.3.9
RXN66-13	
TRANS-OCTAPRENYLTRANSTRANSFERASE-RXN	EC-2.5.1.84
RXN-8401	
RXN-17636	
RXN-14695	EC-1.13.12.21
RXN-15227	EC-2.1.1
ALLANTOICASE-RXN	EC-3.5.3.4
RXN-20491	
SULFITE-REDUCT-RXN	EC-1.8.1.2
RXN-18127	EC-1.14.19.50
RXN-17541	EC-3.5.99.M2
PLASMALOGEN-SYNTHASE-RXN	EC-2.3.1.25
RXN-15121	
RXN-8954	
KDO-8PPHOSPHAT-RXN	EC-3.1.3.45
RXN-20946	EC-3.1.3.107
RXN-20369	EC-2.3.1.297
RXN-12928	EC-5.1.3
RXN-18031	
RXN-10101	EC-4.5.1
RXN-12294	EC-3.2.1
TRANS-RXN0-519	
PANTETHEINE-KINASE-RXN	EC-2.7.1.34
RXN-9439	
RXN-8832	EC-1.13.11.74
RXN-15696	EC-2.4.1.333
RXN-20797	
RXN-13416	
RXN-12829	EC-4.2.3.91
TRANS-RXN0-240	
2.8.2.23-RXN	EC-2.8.2.23
RXN-18561	EC-1.1.1.412
RXN-9346	
RXN-16171	EC-1.14.19
RXN-15583	
RXN-2581	EC-1.14.14.96
2.6.1.63-RXN	EC-2.6.1.63
RXN-18996	EC-2.4.1.353
RXN-18448	EC-6.2.1.1
RXN-10943	EC-3.1.3.62
RXN-16081	EC-2.3.1
RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN	EC-2.1.1.11
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	EC-4.1.1.39
RXN-645	EC-4.2.1
RXN-21327	EC-2.4.1
RXN-13884	EC-1.3.1
RXN-18907	EC-3.2.1.207
RXN-11394	EC-1.14.13
RXN-13300	EC-1.1.1.330
3.4.21.26-RXN	EC-3.4.21.26
RXN-10837	EC-2.3.1.183
1.1.1.191-RXN	EC-1.1.1.191
RXN-9876	
RXN0-7101	
RXN-5422	EC-1.13.99
RXN-16678	
RXN-13776	EC-5.1.3.25
RXN-14325	
3.2.1.95-RXN	EC-3.2.1.95
4.2.2.11-RXN	EC-4.2.2.11
RXN0-6512	EC-2.3.1.223
RXN-19438	EC-1.14.13.M66
RXN-16549	EC-2.3.1
RXN-17162	EC-1.14.14
RXN-14215	
3.6.3.9-RXN	EC-7.2.2.13
GALLATE-DIOXYGENASE-RXN	EC-1.13.11.57
RXN-7961	EC-1.1.99.29
RXN-19329	EC-1.5.1.3
RXN-19957	EC-6.2.1.2
RXN-17056	
RXN-11896	
RXN-11291	EC-2.4.1.129
LAMINARIBIOSE-PHOSPHORYLASE-RXN	EC-2.4.1.31
F16BDEPHOS-RXN	EC-3.1.3.11
2.1.1.130-RXN	EC-2.1.1.130
RXN-7784	EC-1.1.1.219
RXN66-347	
RXN-19826	EC-1.5.1
RXN-8483	
RXN-11767	EC-4.3.1.27
RXN-14776	EC-1.3.1.as
1.8.1.5-RXN	EC-1.8.1.5
RXN-12396	
RXN4FS-21	EC-5.2.1
ARGDECARBOX-RXN	EC-4.1.1.19
RXN-8368	EC-1.14.19.35
THYMINE-DIOXYGENASE-RXN	EC-1.14.11.6
RXN-14679	EC-1.14.15
RXN-17619	EC-1.14.19.48
ALDOSE-6-PHOSPHATE-REDUCTASE-NADPH-RXN	EC-1.1.1.200
SUCCINATE-DEHYDROGENASE-UBIQUINONE6-RXN	EC-1.3.5.1
RXN-15205	EC-2.4.1.255
RXN-20441	EC-1.1.1.418
RXN-17525	EC-1.1.1.272
RXN-18110	EC-1.13.11.M5
RXN-15103	EC-2.3.1.239
PHOSPHOGLUCMUT-RXN	EC-5.4.2.2
ISOFLAVONE-4-O-METHYLTRANSFERASE-RXN	EC-2.1.1.46
RXN-8937	EC-2.1.1
RXN-20352	EC-2.3.1.24
RXN-20928	EC-2.7.1.bs
RXN-1801	EC-2.4.1.100
RXN-12909	EC-3.4.21.45
RXN-12266	
RXN-10085	EC-2.8.3.6
OXALATE-COA-TRANSFERASE-RXN	EC-2.8.3.2
TRANS-RXN0-500	
RXN-8814	EC-1.14.12.23
RXN-9424	EC-1.1.1.296
RXN-20775	EC-2.3.1.M83
RXN-12805	EC-2.1.1.240
RXN-15665	
TRANS-RXN0-205	
RXN-13396	EC-1.14.20.7
2.7.8.15-RXN	EC-2.7.8.15
RXN-9316	
RXN-18530	EC-2.3.1.264
RXN-15556	EC-2.3.2.23
RXN-16153	EC-2.3.1.199
2.6.1.28-RXN	EC-2.6.1.28
RXN-2425	EC-4.2.1.17
RXN-18430	
RXN-18979	EC-4.2.3.188
RXN-16064	EC-1.14.19.44
RXN-10922	EC-1.4.3.23
RIBITOL-5-PHOSPHATE-2-DEHYDROGENASE-RXN	EC-1.1.1.405
RXN-9980	
RXN-21311	EC-1.1.1.423
RXN-6321	
RXN-18889	EC-4.2.3.184
RXN-13867	
RXN-13282	
RXN-11376	EC-2.7.1.91
RXN-10822	EC-2.6.1
3.4.19.12-RXN	EC-3.4.19.12
RXN-9858	EC-1.14.12.26
1.1.1.141-RXN	EC-1.1.1.141
RXN-5184	EC-2.6.1.118
RXN0-7046	EC-3.1.2
RXN-13755	EC-2.3.1.209
RXN-16658	EC-2.3.1
3.2.1.74-RXN	EC-3.2.1.74
RXN-14301	
RXN0-6377	EC-1.7.1.4
4.1.3.17-RXN	EC-4.1.3.17
RXN-16530	EC-1.2.1
3.6.3.3-RXN	EC-7.2.2.21
RXN-19417	EC-2.3.1
RXN-17139	EC-1.11.1.16
RXN-19311	EC-3.1.1.5
GALACTOLIPASE-RXN	EC-3.1.1.26
RXN-17040	EC-1.14.14
RXN-7919	EC-3.1.2.6
RXN-11270	
RXN-19935	
ERYTHRITOL-KINASE-RXN	EC-2.7.1.27
RXN-11861	EC-1.13.11
RXN-7760	EC-2.4.1
2.1.1.109-RXN	EC-2.1.1.109
RXN-1981	EC-4.2.99.21
RXN66-318	EC-1.1.1.170
RXN-14200	EC-3.6.1.5
RXN-8460	EC-1.13.11.29
RXN-11748	EC-1.13.11
RXN-14756	EC-1.1.1.136
1.5.4.1-RXN	EC-1.5.4.1
RXN-12359	EC-6.2.1
RXN3O-9782	EC-3.2.1.104
ANTHRANILOYL-COA-MONOOXYGENASE-RXN	EC-1.14.13.40
RXN-8351	EC-2.8.1.9
THIOSULFATE--THIOL-SULFURTRANSFERASE-RXN	EC-2.8.1.3
RXN-14658	EC-2.1.1
RXN-17601	EC-1.1.1.M24
ALARACECAT-RXN	EC-5.1.1.1
RXN-15185	EC-2.7.1.193
STIZOLOBINATE-SYNTHASE-RXN	EC-1.13.11.30
LACCOA-RXN	EC-2.8.3.1
RXN-17509	EC-1.14.14.33
RXN-15084	EC-2.7.1.202
RXN-20424	EC-2.3.1.dp
RXN-18090	EC-3.5.2.M1
INOSINATE-NUCLEOSIDASE-RXN	EC-3.2.2.12
PHOSNACMURPENTATRANS-RXN	EC-2.7.8.13
RXN-20336	EC-2.3.1.199
RXN-8911	EC-5.3.99.M1
RXN-17979	EC-2.6.1.M2
RXN-20911	EC-1.14.14.M44
RXN-12250	EC-2.4.1
RXN-12890	
ORCINOL-2-MONOOXYGENASE-RXN	EC-1.14.13.6
TRANS-RXN0-476	
RXN-8795	
RXN-9409	EC-1.14.13.107
RXN-20755	
RXN-15647	EC-2.7.1.185
RXN-12784	EC-1.3.99
TRANS-RXN-82	
RXN-13376	EC-2.4.1
2.7.7.33-RXN	EC-2.7.7.33
RXN-9296	EC-2.7.1.161
RXN-18512	EC-2.6.1.114
RXN-15540	
RXN-16137	EC-2.3.1.16
2.5.1.44-RXN	EC-2.5.1.44
RXN-2202	EC-2.3.3.17
RXN-18413	EC-1.17.98.2
RXN-18963	
RXN-16047	EC-1.14.19.23
RXN-10903	
R83-RXN	EC-3.1.3.87
RXN-9947	EC-1.1.98
RXN-21295	EC-2.7.7.77
RXN-6201	EC-4.1.1.97
RXN-18871	
RXN-13846	EC-2.1.1
RXN-13252	EC-4.2.1.135
RXN-11358	EC-2.1.1.275
RXN-10791	EC-3.4.24.58
3.4.16.2-RXN	EC-3.4.16.2
RXN-9841	EC-1.1.1.213
+-NEOMENTHOL-DEHYDROGENASE-RXN	EC-1.1.1.208
RXN-5112	
RXN0-7000	EC-1.14.13
RXN-13732	EC-3.1.4
RXN-16640	EC-6.3.2
3.2.1.53-RXN	EC-3.2.1.53
RXN-14277	EC-2.3.1.16
RXN0-5462	EC-3.6.1	EC-3.6.1.15	EC-3.6.5.6	EC-3.6.5.5	EC-3.6.5.4	EC-3.6.5.3	EC-3.6.5.2	EC-3.6.5.1
4.1.1.78-RXN	EC-4.1.1.78
RXN-16513	EC-1.3.1
RXN-19401	EC-2.7.8
3.6.1.24-RXN	EC-3.6.1.24
RXN-17115	EC-1.1.1
RXN-19294	EC-5.3.3.22
FUCISOM-RXN	EC-5.3.1.25
RXN-17008	EC-2.3.1.51
RXN-7876	EC-1.14.14
RXN-11254	
RXN-19916	EC-4.1.2.13
DURIDKI-RXN	EC-2.7.1.145	EC-2.7.1.21
RXN-11833	EC-5.4.99.19
RXN-7740	EC-1.14.15.17
2-METHYLENEGLUTARATE-MUTASE-RXN	EC-5.4.99.4
RXN-19790	
RXN66-27	EC-1.3.1.21
RXN-14181	EC-3.1.3.74
RXN-8441	EC-3.2.2.3
RXN-11730	EC-3.5.99.8
RXN-14736	EC-1.14.14
1.5.1.11-RXN	EC-1.5.1.11
RXN-12339	EC-3.5.1.109
RXN3O-328	EC-2.3.1.297
AMINOPROPDEHYDROG-RXN	EC-1.1.1.75
RXN-8327	EC-1.14.19.22
THIAMIN-DIPHOSPHATE-KINASE-RXN	EC-2.7.4.15
RXN-14640	EC-3.5.1.115
RXN-17584	EC-4.4.1.23
AGMATIN-RXN	EC-3.5.3.11
RXN-15166	EC-2.7.1.208
SPHINGOSINE-N-ACYLTRANSFERASE-RXN	EC-2.3.1.24
L-IDONATE-2-DEHYDROGENASE-RXN	EC-1.1.1.264
RXN-17488	EC-1.3.7.13
RXN-20406	EC-6.3.2.2
ILEDEAMINE-RXN	EC-1.4.1.9
RXN-18072	EC-2.4.1.M16
RXN-20300	EC-4.3.3
PHENYLALANINE-2-MONOOXYGENASE-RXN	EC-1.13.12.9
RXN-17962	EC-2.3.1.280
RXN-8885	EC-4.2.1.125
RXN-12233	EC-4.2.1
RXN-20891	EC-6.2.1
O-SUCCINYLBENZOATE-COA-LIG-RXN	EC-6.2.1.26
RXN-12870	
RXN-8779	
TRANS-RXN0-457	
RXN-20738	EC-3.1.1.2
RXN-9390	EC-1.14.13.105
RXN-15071	EC-2.1.1
RXN-15626	
RXN-12762	EC-4.4.1
TRANS-RXN-41	
RXN-13341	EC-1.14.13.217
2.7.11.29-RXN	EC-2.7.11.29
RXN-9278	EC-1.14.13
RXN-18495	EC-2.5.1.138
RXN-15523	EC-2.4.1.237
RXN-16120	
2.4.99.11-RXN	EC-2.4.99.1
RXN-10044	EC-3.5.1.97
RXN-18394	EC-1.14.11.55
RXN-21366	EC-3.5.1.M21
R581-RXN	EC-4.99.1.2
RXN-18945	
RXN-21278	EC-4.1.1.M22
RXN-10887	EC-6.3
RXN-18848	
RXN-9915	EC-5.4.99.34
RXN-13231	EC-4.1.3.46
RXN-5841	EC-3.1.3.5
RXN-10770	
RXN-13821	EC-2.4.1
RXN-9824	EC-2.4.1.M58
3.4.13.22-RXN	EC-3.4.13.22
RXN-5063	
RXN0-6975	EC-3.4.13.18
RXN-16030	EC-3.1.3.4
RXN-13712	EC-1.14.18.9
RXN-16597	EC-2.4.1
RXN-14259	
3.2.1.26-RXN	EC-3.2.1
4-METHYLOXALOACETATE-ESTERASE-RXN	EC-3.1.1.44
RXN0-5387	EC-1.6.5
RXN-19385	EC-3.1.1.112
RXN-16495	EC-1.1.1
RXN-17099	EC-3.5.1.11
3.5.2.16-RXN	EC-3.5.2.16
RXN-11344	EC-6.3.1.12
RXN-19278	EC-3.1.1.79
FORMIMINOGLUTAMASE-RXN	EC-3.5.3.8
RXN-16991	EC-6.3.2.47
RXN-7842	EC-2.3.1.153
RXN-11235	
RXN-19898	EC-4.2.1.175
DNA-LIGASE-NAD+-RXN	EC-6.5.1.6	EC-6.5.1.2
RXN-11807	
RXN-7698	EC-1.1.1.330
RXN-19774	EC-2.3.1.269
2-ENOATE-REDUCTASE-RXN	EC-1.3.1.31
RXN66-18	EC-1.1.1.170
RXN-14163	EC-2.1.1
RXN-8425	EC-4.2.3.65
RXN-11713	
RXN-14718	EC-2.3.1.228
1.3.1.73-RXN	EC-1.3.1.73
RXN-12319	EC-2.4.1.272
RXN3DJ-25	
AMIDASE-RXN	EC-3.5.1.4
RXN-8310	EC-1.14.19.35
TDPFUCACTRANS-RXN	EC-2.3.1.210
RXN-14624	
RXN-17568	EC-1.14.13.227
ADENOSYLMETHIONINE-HYDROLASE-RXN	EC-3.3.1.2
RXN-15147	
SINAPATE-1-GLUCOSYLTRANSFERASE-RXN	EC-2.4.1.120
L-3-CYANOALANINE-SYNTHASE-RXN	EC-4.4.1.9
RXN-17466	EC-2.5.1.bl
RXN-20390	EC-6.2.1.M34
HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN	EC-4.1.3.4
RXN-18054	EC-2.4.1
RXN-20257	
PEPTIDYLPROLYL-ISOMERASE-RXN	EC-5.2.1.8
RXN-17938	EC-6.5.1.M2
RXN-8857	EC-2.3.1
RXN-12213	
RXN-20875	EC-1.17.3.M1
NONENAL-RXN	
RXN-12851	
2.4.1.88-RXN	EC-2.4.1.88
TRANS-RXN0-283	
RXN-8762	EC-2.1.1.271
RXN-9368	
RXN-20722	
RXN-15606	
RXN-15052	EC-2.4.1
RXN-13319	
RXN-12746	EC-6.2.1.41
TRANS-RXN-378	EC-7.6.2
2.7.1.152-RXN	EC-2.7.4.21
RXN-18479	
RXN-9234	EC-1.14.13.M56
RXN-16101	EC-1.14.19.4
RXN-15494	
RXN-10015	
RXN-18373	EC-2.3.1.21
RXN-21349	
R501-RXN	EC-1.14.13.247
RXN-18929	
RXN-21252	EC-2.4.1.M64
RXN-10871	
RXN-18833	EC-2.3.1.M46
RXN-9898	EC-5.5.1.7
RXN-13210	EC-3.5.1
RXN-5502	
RXN-10748	
RXN-13805	EC-2.3.1.15
RXN-9799	EC-1.1.1
3.4.11.19-RXN	EC-3.4.11.19
RXN-4848	
RXN0-6726	EC-6.3.2
RXN-16012	
RXN-16575	EC-1.14.19
RXN-13693	EC-3.2.1.149
RXN-14243	
3.2.1.155-RXN	EC-3.2.1.155
4-AMINOBENZOATE-1-MONOOXYGENASE-RXN	EC-1.14.13.27
RXN0-5294	
RXN-19368	EC-2.5.1.17
RXN-16479	EC-1.14.13.181
RXN-17081	EC-2.3.1
3.5.1.79-RXN	EC-3.5.1.79
RXN-11325	EC-1.14.14.M34
RXN-19261	EC-4.1.99.24
FLAVONE-APIOSYLTRANSFERASE-RXN	EC-2.4.2.25
RXN-11210	EC-3.5.1.6
RXN-7812	EC-2.5.1.136
DIMETHYLGLYCINE-OXIDASE-RXN	EC-1.5.3.10
RXN-19871	EC-1.1.1.M51
RXN-7676	
RXN-11790	EC-2.4.1.264
RXN-19754	EC-3.1.1.104
14-LACTONASE-RXN	EC-3.1.1.25
RXN-14143	EC-3.1.3.89
RXN66-145	
RXN-11686	EC-4.2.1.M14
RXN-8408	
1.3.1.20-RXN	EC-1.3.1.20
RXN-14700	EC-2.4.2.57
RXN1R65-43	
ALLOPHANATE-HYDROLASE-RXN	EC-3.5.1.54
RXN-8294	EC-1.14.19.23
SYM-NORSPERMIDINE-SYNTHASE-RXN	EC-2.5.1.23
RXN-16973	EC-1.2.1
RXN-17548	EC-1.14.15.23
RXN-14602	EC-3.2.1.193	EC-3.2.1.z	EC-3.2.1.191
RXN-15127	EC-3.5.99.10
ACYLCOADEHYDROG-RXN	EC-1.3.8
KDUD-RXN	EC-1.1.1.125
SEDOHEPTULOSE-BISPHOSPHATASE-RXN	EC-3.1.3.37
RXN-20374	EC-1.1.1.418
RXN-17449	EC-2.1.1.333
RXN-18037	EC-2.7.8.M4
HYDROHEX-RXN	EC-4.2.1.M19	EC-4.2.1.M17
RXN-12300	EC-1.1.1
RXN-20234	
PANTOTHENOYLCYSTEINE-DECARBOXYLASE-RXN	EC-4.1.1.30
RXN-17915	EC-3.6.1.70
RXN-8837	EC-1.2.1.32
RXN-12193	EC-2.4.1.25
RXN-20851	EC-1.14.11
NICOTINATE-DEHYDROGENASE-RXN	EC-1.17.2.1
RXN-12835	EC-4.2.3
2.4.1.45-RXN	EC-2.4.1.47
TRANS-RXN0-266	
RXN-8739	EC-1.14.13.167
RXN-9351	
RXN-20706	
RXN-15588	EC-2.8.2.1
RXN-15034	
2.6.1.72-RXN	EC-2.6.1.72
RXN-12729	EC-4.4.1.13
TRANS-RXN-361	
RXN-18453	EC-1.14.99.M4
RXN-16086	EC-1.14.20
RXN-9217	EC-2.5.1.74
RR-BUTANEDIOL-DEHYDROGENASE-RXN	EC-1.1.1.4
RXN-15466	EC-1.1.1
RXN-21333	EC-2.8.4.e
RXN-18355	EC-3.5.1
RXN-18912	EC-3.5.1.52
R364-RXN	EC-1.7.1
RXN-10843	EC-1.4.3.23
RXN-21231	EC-1.10.3.2
RXN-9881	EC-1.14.12.26
RXN-18818	EC-3.2.1.M10
RXN-13193	EC-1.14.15.21
RXN-5443	
RXN-13785	EC-3.2.1
RXN-10725	EC-2.3.1
3.2.2.10-RXN	EC-3.2.2.10
RXN-9762	EC-1.8.1.17
RXN0-6555	EC-1.16.1.9
RXN-4763	
RXN-16554	EC-2.3.1
RXN-15980	
RXN-14220	
RXN-13673	EC-2.5.1.18
3.6.4.5-RXN	EC-5.6.1.g
3.2.1.133-RXN	EC-3.2.1.133
RXN-19338	
RXN0-5229	EC-1.1.1.414
RXN-17064	EC-4.1.1.M3
